,Unnamed: 0,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_excess_noise,visibility_periods_used,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_bp_rp_excess_factor,g_mag_error,labels,is_core,distance_pc,PMemb,gmm_label,estimated_mass,galactic_xyz_pc,relpos_cluster,r_cluster,radius,x_pc,y_pc,z_pc,proper_motion_scalar,lambd_av,lambd_av_rad
113,8173,342810515608103680,28.281852171739686,0.043095104,38.170939157024726,0.03892089,0.609175353300292,0.05031212,12.107924,4.3461413,-3.988032180222928,0.04756858,-1.7275835240360404,0.047964975,-0.13673411,0.41476277,-0.21870187,0.09612011,-0.3857866,0.22839843,0.28648925,-0.1637463,0.044087417,0.24439667,0.0,14,0.96175575,1982.2225,15.8781,262.8997,16.22407,375.6937,15.377119,0.84695053,39.85068327521833,,1.1950644,0.00054773677,0,False,1641.5634588339158,0.9998522170462976,1,1.012637014750478,[-1087.30154331  1047.36498872  -644.61812238],[-657.30154331 7908.36498872 3167.38187762],8544.389391425279,311.6215083692132,5915.479849008233,3182.741257505321,5280.515724439406,4.346141449954709,40.318005945567556,0.7036819515888035
114,8444,342841439372853376,29.451182185981548,0.033187974,37.34621855123276,0.03351087,0.5163820971489148,0.04025187,12.8287735,2.3351219,-1.567086419770653,0.043480787,-1.731194373662218,0.045639154,0.037190918,0.09665006,-0.1562347,0.04219691,-0.087729886,0.041304085,-0.07273974,-0.086387955,0.20764223,0.15340783,0.043169446,12,1.0146608,541.20886,15.714937,149.9932,16.179537,158.17159,15.097235,1.0823021,24.73666701804112,,1.2162689,0.0020061315,0,True,1936.550483684989,0.9939669875149716,1,1.095235021008815,[-1303.11478576  1203.20872208  -777.43707275],[-873.11478576 8064.20872208 3034.56292725],8660.390516706315,427.62263365024955,5995.17686917923,3385.1679498369804,5253.651697677672,2.335121796915382,40.909383430143585,0.7140034358168172
115,8469,342841679891021312,29.50157489380724,0.036009196,37.35416906612342,0.038115777,0.910332067797213,0.044138003,20.624678,2.568738,-2.423994629871581,0.048396327,-0.8500970700941028,0.05170799,0.14558886,0.02222748,-0.06003767,-0.05804758,-0.059294607,-0.05926652,-0.055791896,-0.056416225,0.20785196,0.24373981,0.14603266,12,1.1105615,1882.0945,15.860941,270.76837,16.275276,217.61092,15.275901,0.99937534,15.411771766416782,,1.2166346,0.00057687657,0,False,1098.5002455420054,0.9998081303153222,1,0.8855484864983171,[-739.76419056  682.10198728 -440.66836825],[-309.76419056 7543.10198728 3371.33163175],8268.023851893919,35.25596883785329,5720.109630364654,3236.4898783218932,5016.542384911765,2.5687380158803355,40.95314912444048,0.7147672912817193
116,8775,342846868211617024,29.66436065894068,0.033407513,37.47241701343157,0.0353913,0.9129197144257216,0.041506313,21.99472,1.3305458,0.6864540633928585,0.040830027,-1.1397950742828769,0.049462017,0.13840139,0.34838158,-0.18224251,-0.028109225,-0.19335796,0.0072066537,0.00907096,-0.06395459,0.013064892,0.3834823,0.09792426,14,1.0586069,2320.306,15.4764805,417.72324,15.894538,634.9605,14.898728,0.99580956,7.9101151616304595,,1.2101134,0.000467928,0,False,1095.3865758382235,0.8474264337416013,1,0.9290308045467417,[-739.68895439  679.6620874  -436.79680429],[-309.68895439 7540.6620874  3375.20319571],8267.374950800497,34.60706774443133,5701.435230069654,3247.3426660144532,5029.700836424196,1.3305457498741167,41.13262772094791,0.7178997837276324
117,8784,342846971290832640,29.70145759294539,0.02077121,37.45669748752577,0.021867715,0.4794761413262621,0.026473725,18.111397,7.1028295,-4.111092926541394,0.02538051,-5.792158629045005,0.030938197,0.07811519,0.3412201,-0.10520563,0.058445722,-0.24082103,0.07292494,0.10368272,-0.006007997,0.088227466,0.36912304,0.0,14,0.9071679,2539.6765,14.611375,613.6376,14.957744,814.5633,14.093825,0.8639183,-65.00759,7.39964,1.2051381,0.00042750963,0,False,2085.609509649292,0.9995687086948566,1,1.360589767420079,[-1409.09494455  1293.12957395  -831.88603123],[-979.09494455 8154.12957395 2980.11396877],8736.677588532826,503.9097054767608,6024.124019611728,3436.30279120327,5313.312357604945,,,
118,8810,342847452327166592,29.696623200515543,0.021824773,37.52014233080831,0.022270834,0.5058092427655607,0.026760176,18.901566,3.6498735,-3.384629442611004,0.028203025,-1.3659649555692406,0.031038709,0.11812329,0.2667022,-0.17589132,-0.040459387,-0.16334045,-0.007546542,0.046062976,-0.085748844,0.03793552,0.2998927,0.0,13,1.0151982,2910.0444,14.565822,531.9953,15.010791,657.5719,13.95359,1.0572004,9.55585,9.369445,1.2211555,0.00037309952,0,True,1977.029906635165,0.9998716030446916,1,1.322772239719098,[-1335.83915445  1226.91043295  -786.68405011],[-905.83915445 8087.91043295 3025.31594989],8682.590416565075,449.8225335090101,5982.035062281733,3411.6253122196435,5288.047426459211,,,
119,8817,342847521046645120,29.794295760265253,0.056285545,37.47130756719826,0.05215542,0.6544799324708893,0.06498093,10.071877,3.6598907,-2.512521270642548,0.07193685,-2.6612095076602307,0.08097664,0.018966123,0.27021062,-0.23744458,0.060030047,-0.21842928,0.08380867,0.06994427,0.06818142,0.12805778,0.3387232,0.0,14,1.0120075,1372.7601,16.667027,131.0519,17.038345,248.39569,16.13291,0.90543556,30.239127022779076,,1.203588,0.0007909147,0,True,1527.930728486437,0.9992136453766912,1,0.9315399005385536,[-1033.78419354   946.29583873  -608.59406656],[-603.78419354 7807.29583873 3203.40593344],8460.510223398209,227.7423403421435,5827.162383210272,3336.4769871324606,5147.070342851387,3.6598905966015502,41.236457637457626,0.7197119576327977
120,8863,342843771538905600,29.569707534572707,0.024568442,37.43322878660318,0.02396205,0.5696036676141498,0.028633498,19.892914,7.1112127,-4.176342832001717,0.035048116,-5.755649795571857,0.03254363,0.084597714,0.10686388,0.12553306,-0.074370675,-0.06967958,-0.11258347,-0.057339896,-0.051879954,0.20251007,0.13360046,0.0,13,1.0046661,2730.228,15.049625,678.8519,15.35425,536.3678,14.576879,0.7773714,67.97770173471669,,1.1983914,0.00039767232,0,False,1755.6066733007785,0.999728272255783,1,1.1967219567056333,[-1183.72315544  1090.20708825  -701.71417782],[-753.72315544 7951.20708825 3110.28582218],8571.095067193117,338.3271841370515,5919.54419733692,3358.6307014161057,5209.824081304678,7.111212556215606,41.04048376958247,0.716291568390508
121,8895,342848551838791168,29.82068955231904,0.032241892,37.568066075805525,0.024291564,0.7866712226321472,0.03658345,21.503471,7.5649123,-5.074038531066739,0.0345452,-5.610884796350096,0.037295036,-0.20302399,0.5736821,-0.24560253,0.2415691,-0.344777,0.16441387,-0.0055294363,0.004775443,0.24583289,0.20480053,0.0,12,0.81854266,2988.1362,14.941015,410.77982,15.308695,771.79535,14.413459,0.895236,51.88900439509424,,1.2011708,0.00036334895,0,False,1271.179078667794,0.9999920180211213,1,1.077828306608014,[-860.60156378  787.98847904 -504.31672127],[-430.60156378 7648.98847904 3307.68327873],8344.651648304989,111.88376524892374,5738.402345047268,3289.166365917163,5087.763189775492,7.56491210872027,41.29746514761909,0.7207767395535593
122,8940,342849239033558784,29.78906282248268,0.03846043,37.56735658043614,0.0292623,0.6644714685721637,0.04352266,15.267253,2.438338,-2.092974329411497,0.04093913,-1.2509801592268697,0.042755894,-0.17304589,0.5753191,-0.27488017,0.16116087,-0.2911454,0.14436889,-0.03950749,-0.045176703,0.14044581,0.18185164,0.0,12,1.0239137,2539.4888,15.327324,263.88528,15.651507,397.19278,14.826229,0.8252783,19.818672617016254,,1.2058226,0.00042754124,0,True,1504.9555132123735,0.998973697643474,1,1.0773074499269821,[-1018.387902     933.31085001  -597.25039561],[-588.387902   7794.31085001 3214.74960439],8451.751118481869,218.9832354258033,5813.945280112007,3328.204183011243,5152.979154315422,2.4383381435631093,41.27180771185549,0.7203289328218654
123,8956,342849513911464320,29.761312806162724,0.0379582,37.58828306003969,0.03259438,0.7400458840845783,0.04692717,15.770094,1.9574697,-1.6099027348770405,0.04071277,-1.1135084035946494,0.042843606,-0.23111641,0.55746096,-0.27887848,0.14602412,-0.44834337,0.12837486,-0.08340795,-0.06820535,0.14038588,0.17381504,0.14641899,12,1.311399,2117.195,14.7874565,275.25137,15.114973,691.1353,14.280093,0.8348799,14.292287828782248,,1.2080399,0.0005128182,0,False,1351.2675653037104,0.9977475264470624,1,1.1347006903975738,[-914.05412612  838.55708147 -535.95812213],[-484.05412612 7699.55708147 3276.04187787],8381.523610498425,148.75572744235978,5765.61315132877,3296.829844825116,5112.587994043495,1.9574697393933014,41.25817904763233,0.7200910677585226
124,9025,342850922660625408,29.58027956135615,0.024913639,37.535426630155904,0.023332858,0.3855362162127502,0.030173508,12.777308,2.7405622,-1.1298880466149206,0.02972647,-2.4968048639267604,0.030400684,0.019743532,0.32619834,-0.21981303,0.06267469,-0.23872583,0.011942673,-0.098543,0.030299455,0.20863439,0.24743089,0.0,14,0.9752037,2991.3308,14.923577,518.3171,15.40298,986.3708,14.24138,1.1616001,38.63621173433416,,1.2553709,0.0003629609,0,False,2593.790046038556,0.9763282506596755,1,1.3599197763105484,[-1749.57723504  1612.61824051 -1032.56414422],[-1319.57723504  8473.61824051  2779.43585578],9014.918404595128,782.1505215390625,6216.904676555836,3528.863638872809,5492.355733414171,2.740562264647824,41.0911606392504,0.7171760466208174
125,9052,342851678574982272,29.60367980139232,0.019635493,37.59171559388589,0.017812869,0.5516936826740498,0.023969358,23.016624,3.9475648,-0.9756443615782632,0.023632428,-3.825099436144984,0.024068603,-0.019315124,0.35393798,-0.10594498,0.0624718,-0.24666145,-0.019846689,-0.07203447,0.13535024,0.1982409,0.26630843,0.054947093,13,1.072644,3242.8066,14.163878,488.32443,14.509369,1132.2704,13.6531105,0.8562584,24.650421,16.355803,1.2013433,0.00033481373,0,True,1812.600055800924,0.9501566960071108,1,1.3944120944021146,[-1223.23744784  1127.39093597  -719.86025448],[-793.23744784 7988.39093597 3092.13974552],8602.61260317821,369.8447201221443,5926.713088669492,3367.345127575534,5247.856929904589,,,
126,9314,342855733024004992,29.313953839768427,0.011371185,37.482997455977454,0.012729399,0.2545982796206482,0.015904738,16.007702,1.8897593,0.273501275068907,0.015303518,-1.8698629293249625,0.020479862,0.2095994,-0.04281721,-0.16912593,-0.092251815,-0.2441688,-0.11312265,-0.17905246,0.22356518,0.47296065,0.44964033,0.01843501,11,0.9889241,6477.299,13.272407,932.53394,13.75991,1587.4474,12.624094,1.1358156,-77.741264,3.3357675,1.2276603,0.00016762175,0,False,3927.7563127684975,0.8280451755479405,1,2.184151331375972,[-2638.41143824  2449.43680303 -1570.45028035],[-2208.41143824  9310.43680303  2241.54971965],9827.810523677997,1595.0426406219322,6800.078134792834,3818.203798880039,5980.4779742296905,,,
127,9380,342856798175889664,29.43290213517659,0.030621992,37.52222724651243,0.03003168,0.4379785995257328,0.038923353,11.252335,4.1508493,-2.919325147760917,0.036907565,-2.9507777985024983,0.041160893,0.067480244,0.2663269,-0.10356876,0.08773166,-0.10648131,0.002490673,-0.08308379,0.10085559,0.32294455,0.27276564,0.0,13,1.0315019,2506.1487,15.409542,458.75574,15.774918,472.3842,14.87297,0.901948,51.736559331842926,,1.2079747,0.00043322894,0,False,2283.2165797206867,0.9988444394486587,1,1.2276521193017174,[-1536.62432766  1422.22019075  -910.57858231],[-1106.62432766  8283.22019075  2901.42141769],8846.163031175647,613.3951481195818,6110.495008584298,3447.7115314540815,5387.925047741815,4.150849182334206,40.9674595817351,0.7150170558789765
128,9402,342857176133007872,29.47890223593189,0.045865536,37.54880362600068,0.043657318,0.570618054293811,0.056202117,10.152964,4.1236725,-3.258592166828846,0.056024563,-2.527103570446622,0.058743685,0.13283768,0.31855926,-0.15445647,0.11498706,-0.0722592,0.035665125,-0.02152791,0.15443553,0.29057774,0.3008859,0.0,14,0.9702182,1617.4474,16.22978,269.99832,16.657345,113.75014,15.633548,1.023797,39.38390381157283,,1.2181143,0.0006712652,0,True,1752.485734503417,0.9997082671324417,1,0.971483009533344,[-1180.33183949  1091.30040185  -697.91577662],[-750.33183949 7952.30040185 3114.08422338],8573.19077712206,340.4228940659941,5917.14556350178,3344.884194503812,5224.819442489906,4.123672557985464,41.015363701324326,0.7158531404910776
129,9443,342857897687513344,29.38763024687934,0.030011702,37.55770479835788,0.03378524,0.5176846766784545,0.044162273,11.722329,4.803896,-4.255963434068553,0.041305974,-2.228046451757088,0.055498403,0.101491496,0.24124046,-0.0821953,0.0884078,-0.3846629,-0.085280836,-0.12996428,0.28187558,0.4502883,0.51659375,0.10532185,13,1.1386598,3089.8235,15.253145,390.12598,15.6615305,581.02655,14.678438,0.9830923,50.69590787298613,,1.2125218,0.000351391,0,False,1931.6778051383628,0.9999590369722992,1,1.1894094755870086,[-1299.25893572  1204.56255934  -769.63264058],[-869.25893572 8065.56255934 3042.36735942],8664.000787489334,431.23290443326914,5984.4843092327,3370.3815944668604,5281.229507022246,4.803895892222888,40.94583286045518,0.7146395983862307
130,9568,342860027991426560,29.21869114321789,0.014272292,37.559818207893,0.015486385,0.9019038182574056,0.01843122,48.933487,1.3311367,-0.8810700571679617,0.020265738,-0.9978178963913988,0.027392855,0.12907535,0.05650821,-0.08054401,-0.12668987,-0.20698887,-0.14066346,-0.107729465,0.1355431,0.29101065,0.4681705,0.0,11,0.9982238,3371.7258,13.777662,834.01807,14.112504,947.26996,13.278673,0.83383083,-25.75167,3.2659407,1.1992725,0.000322012,0,False,1108.7656796177323,0.9904904664826366,1,1.2430903334997945,[-743.86240885  693.05902913 -442.37905822],[-313.86240885 7554.05902913 3369.62094178],8277.479249053982,44.7113659979168,5726.809398117289,3203.057781409908,5045.863423152097,,,
131,9605,342860612106837248,29.28091958893877,0.051275633,37.61775863165544,0.050498676,0.6992234051455306,0.06767686,10.331796,4.3571577,-1.135307546760504,0.069875866,-4.206649509548381,0.08193347,0.15245348,0.21260937,-0.22227862,-0.015042803,-0.22722936,-0.17809342,-0.2847898,0.32452753,0.47859335,0.49648178,0.0,13,0.88990134,1240.5021,16.438507,112.596756,16.944653,252.96295,15.775915,1.1687374,34.11623130591335,,1.2299055,0.0008752393,0,True,1430.1580762901783,0.9560140798336056,1,0.8676362004136249,[-960.52283429  893.84522174 -569.02436464],[-530.52283429 7754.84522174 3242.97563536],8422.349426519764,189.58154346369884,5818.963760951423,3262.902588884797,5140.923779495351,4.357157711388812,40.88516744374164,0.7135807871224852
132,9684,342861917776893312,29.31493420912348,0.025878716,37.62940325164819,0.022863925,0.6546613681295618,0.03279687,19.961092,4.394057,-2.2150843501128854,0.03683349,-3.7948827787993498,0.03907169,0.078564905,0.0989552,-0.31579664,-0.034858566,-0.2834183,-0.14188911,-0.2527689,0.38055584,0.50487226,0.4786094,0.038858123,12,1.0456407,3053.6465,14.803187,592.53345,15.130707,644.1171,14.303446,0.827261,36.70547743647734,,1.2033399,0.000355554,0,True,1527.5072712127615,0.9953731594320046,1,1.184949929581551,[-1026.46120913   954.37919084  -607.30240394],[-596.46120913 7815.37919084 3204.69759606],8467.939805695214,235.17192263914876,5847.597277601471,3283.5230135805555,5170.114819919594,4.394056665877546,40.91727647671127,0.7141411954674366
133,9763,342863189087218176,29.51206823170683,0.051197622,37.578214106128726,0.047936335,0.831945657025691,0.060049664,13.854293,4.853744,-3.641711296643,0.065214075,-3.208858020347644,0.059855487,0.020867387,0.15894988,-0.33691204,0.069426365,-0.26664817,0.027375564,-0.13674337,0.14189057,0.20324075,0.19007137,0.043170925,12,0.99212927,1409.3357,16.324203,282.2648,16.748112,192.41447,15.734701,1.0134106,31.75181466306374,,1.2152594,0.0007703886,0,False,1202.0015869487488,0.9999407536348028,1,0.8701019184926273,[-810.03179901  748.44350393 -478.00483371],[-380.03179901 7609.44350393 3333.99516629],8316.464295398177,83.69641234211122,5735.811039064067,3246.7607958270055,5071.744713159788,4.853744014968923,41.05413616843589,0.7165298477012956
134,9790,342863395245642752,29.520367361004297,0.038375333,37.61491423461198,0.031311586,0.8297789793762325,0.044374295,18.699541,4.6127124,-3.4974764996849315,0.046151638,-3.007452822342259,0.04243416,0.03293389,0.3989323,0.10384492,0.1234594,-0.12342921,-0.026281172,-0.018871773,0.21238497,0.30958775,0.26030862,0.046655808,13,1.0442145,2127.5881,15.489068,339.59137,15.846638,711.10114,14.971552,0.87508583,30.23056617914408,,1.1997069,0.00051031314,0,False,1205.1401937799476,0.9999224651031324,1,0.9731251363263858,[-812.31907644  750.66817749 -478.53724204],[-382.31907644 7611.66817749 3333.46275796],8318.391327600706,85.62344454464073,5733.840907375527,3246.74233464018,5077.141611228198,4.61271225467867,41.07598003438073,0.7169110950833973
135,9990,342866826923385728,29.6053934826539,0.015764792,37.748589257747774,0.013200815,0.4436226341297193,0.016397523,27.054247,2.0891647,-1.8354895748139488,0.021029301,-0.9977912739041832,0.017910967,-0.048644524,0.18849267,-0.31586498,0.13664179,-0.16024074,0.119963005,-0.08364914,0.12704888,0.1488185,0.11164737,0.08960025,13,1.212078,4791.195,11.828225,1444.4827,12.436727,1560.966,11.089613,1.3471136,-37.003117,0.46977416,1.2451711,0.00022661073,0,False,2254.168121880794,0.9965808442141568,1,2.0799850308851666,[-1521.82605216  1404.85901752  -889.7699307 ],[-1091.82605216  8265.85901752  2922.2300693 ],8834.927164588322,602.1592815322565,6073.808458739607,3451.1597351040423,5408.723074157194,,,
136,10220,342870847012767104,29.51761975806184,0.018816419,37.83633190850874,0.019858085,1.0269653423184577,0.02494926,41.162155,4.420613,-0.5295031470890511,0.024757976,-4.388786407986672,0.029249981,0.081164114,0.20472267,-0.26833305,0.06828385,-0.3633164,-0.14112599,-0.3755019,0.32654092,0.47094837,0.41978943,0.11786148,13,1.3331742,3094.0793,12.840153,1058.6066,13.092164,1443.5266,12.413223,0.6789408,-54.41841,2.9941378,1.1987079,0.00035090768,0,False,973.7426949018735,0.9247228103483772,1,1.4164422909557641,[-656.65882636  608.29449608 -383.34296352],[-226.65882636 7469.29449608 3428.65703648],8221.765234212173,-11.00264884389253,5650.472982282371,3199.1780652289103,5043.2963773662095,,,
137,10332,342872569295903360,29.916403584311528,0.059932016,37.63656289442304,0.04107136,0.8071758906866076,0.053627625,15.051494,3.9680088,-3.3869343034589017,0.073745444,-2.067309852667224,0.05890687,-0.28222066,0.22865239,-0.52403677,0.30901235,-0.16577004,0.25870565,-0.28688586,0.24332336,0.1704138,-0.051048495,0.0,11,0.8987191,1664.8232,16.091957,217.9828,16.58085,393.22552,15.454972,1.1258783,26.428052948123053,,1.2191308,0.000652163,0,True,1238.8873497564089,0.9999527285100333,1,0.873578618640569,[-840.06845666  767.6247571  -489.77452548],[-410.06845666 7628.6247571  3322.22547452],8330.741499250047,97.9736161939818,5718.075985656088,3290.2182510975317,5087.172575187005,3.9680088209178184,41.40241361339728,0.7226084358263052
138,10428,342874149843861888,29.987874323320703,0.021074396,37.700181905881735,0.018644404,0.5541253819037323,0.023889927,23.194939,6.3546147,-3.89526086079916,0.025373539,-5.0207641426424505,0.026783042,-0.001359309,0.30859798,-0.23018947,0.20182985,-0.19807966,0.1118284,-0.058382135,0.16708618,0.2654994,0.2401974,0.08564737,14,1.1861212,4810.378,14.074036,501.10617,14.575249,936.4318,13.415861,1.1593876,-107.97558,3.6263378,1.2288301,0.00022570704,0,False,1804.645722172909,0.9997534043179284,1,1.3720291938637645,[-1225.17449689  1117.97945442  -711.2071247 ],[-795.17449689 7978.97945442 3100.7928753 ],8597.170003554967,364.40212049890215,5891.655280248048,3399.8864736726596,5257.423522495435,,,
139,10448,342874493441243648,30.027281941030687,0.01463742,37.71536136945466,0.012287776,0.6667283191410752,0.01731866,38.497684,5.7154284,-1.4518422733278575,0.016868852,-5.527954202870905,0.017884262,-0.048712805,0.40792227,-0.14515415,0.25082788,-0.22661807,0.09842642,-0.05113087,0.25364125,0.30763862,0.27576405,0.05288828,13,1.0784528,4301.686,12.737192,1066.0205,13.387645,2405.1267,11.968953,1.4186916,-58.546997,0.67148274,1.2524688,0.00025239782,0,False,1499.8612947598626,0.9644629046635084,1,1.7146778509494816,[-1018.88554581   928.83410885  -590.52802329],[-588.88554581 7789.83410885 3221.47197671],8450.217945487633,217.45006243156786,5787.463459436134,3345.068939368555,5169.329146301722,,,
140,10494,342875558593129216,29.96763360046392,0.022858787,37.75285915181418,0.019652238,0.7206737789672338,0.024414808,29.517899,3.434028,-0.8776395386381688,0.027352493,-3.3199844201859623,0.027609715,-0.029703222,0.2623205,-0.29424715,0.10905494,-0.07730433,0.077540845,-0.17066991,0.13095985,0.1753435,0.20775738,0.05758427,14,1.1177481,3943.9585,14.46275,757.06757,14.772526,1203.4653,13.987158,0.78536797,12.711794,7.136047,1.1975069,0.00027529098,0,True,1387.5903760964584,0.9724450316831948,1,1.2091675067775296,[-941.86321573  860.45157597 -545.82398271],[-511.86321573 7721.45157597 3266.17601729],8399.447848973483,166.67996591741758,5753.235497413791,3317.3001367104325,5142.618523855732,,,
141,10517,342875863534040192,29.96233427542805,0.073333204,37.78509179551674,0.065283306,0.8667412913396099,0.080516115,10.764818,6.277966,-5.336154166920011,0.09715718,-3.307312101455093,0.095108345,0.005114782,0.22174847,-0.08162491,0.057353288,-0.15790375,0.002757864,-0.081857495,0.15327027,0.16980006,0.23154706,0.22689533,14,1.2113212,1095.4515,17.022379,111.09548,17.635664,108.15396,16.289238,1.346426,38.80549531684699,,1.2391744,0.0009911312,0,False,1153.7468100249723,0.9999993671513444,1,0.7353655128705296,[-783.13018586  715.7987727  -453.28901446],[-353.13018586 7576.7987727  3358.71098554],8295.391494956546,62.62361190048068,5679.788411136582,3274.250801201608,5082.598287308038,6.277965803472419,41.50040201225807,0.7243186560151835
142,10573,342876864263191168,29.8566370790488,0.026638715,37.730552535738966,0.025009947,0.6410048714053321,0.028907044,22.174694,2.5592554,-0.8885257853877899,0.032649554,-2.4000646428058428,0.03615319,-0.06545386,0.22097802,-0.36311722,0.20456316,-0.21497387,0.19255817,-0.07417392,0.08501278,0.002885257,0.12851036,0.07428814,13,1.0808632,2927.791,14.712565,424.65277,15.030893,804.1157,14.224493,0.8064003,21.471030769377318,,1.2007693,0.000370838,0,True,1560.0505465857239,0.9787026967704724,1,1.2083330947159712,[-1057.12832559   968.62331227  -614.82216134],[-627.12832559 7829.62331227 3197.17783866],8480.462091228377,247.69420817231185,5816.956777880136,3339.042945914717,5189.609169327985,2.5592554309692743,41.39326005162935,0.7224486760351702
143,10847,342881434108379136,30.07524922615256,0.034718886,37.84268519129597,0.03709901,0.6762838307494733,0.04137727,16.344332,4.712722,-1.9342419549218912,0.04378721,-4.297494186947886,0.051536765,0.21110296,0.2354092,-0.19631198,-0.034282167,-0.14677992,-0.08049968,-0.14658314,0.075272486,0.19224933,0.39248154,0.056688655,14,1.0584574,2229.8945,15.996167,174.63464,16.376762,442.2289,15.45952,0.91724205,37.184672110448915,,1.2008114,0.00048690022,0,True,1478.6690950333339,0.99370707860455,1,0.9524276525941366,[-1005.48257648   916.61885516  -579.03104871],[-575.48257648 7777.61885516 3232.96895129],8442.429951854414,209.66206879834863,5769.3837367382275,3341.065860976889,5179.393179016604,4.712721955200723,41.61452414748023,0.7263104630242164
144,10871,342881743346029312,30.036700196450624,0.046308827,37.80968737544347,0.04735932,0.682391247097895,0.055075813,12.390035,7.2711506,-6.145712515021435,0.058008317,-3.88585237256894,0.06766999,0.111295275,0.22750036,-0.17335925,0.07202518,-0.1852594,0.01324274,-0.10894885,0.10256931,0.21338293,0.30800417,0.0,14,0.9573766,1630.4121,16.575989,183.42464,17.022665,359.9129,15.978782,1.0438833,56.9468178697483,,1.2102333,0.0006659274,0,False,1465.4349748078484,0.9999996550879208,1,0.8611223451853782,[-995.84460059  908.51574536 -574.79764901],[-565.84460059 7769.51574536 3237.20235099],8435.937060617238,203.16917756117255,5769.770873249372,3336.1082769027553,5171.572268244881,7.271150595242183,41.57007541719813,0.7255346863324629
145,10991,342883701851155200,30.198613525761747,0.018949132,37.94096040226725,0.020403756,0.5847626594098712,0.023141775,25.268703,4.921474,-2.377215863194743,0.02459254,-4.309263404787618,0.028997365,0.20363508,0.22066201,-0.06619605,0.098001435,-0.092247404,0.05972052,0.08531129,0.10444398,0.24222203,0.3616703,0.0,14,1.0004259,3418.086,14.702175,840.1505,15.034251,1139.4781,14.202285,0.8319664,44.69024875546908,,1.2011853,0.00031764447,0,True,1710.0955129542244,0.9968317359592364,1,1.2467950736564952,[-1165.20995438  1059.60176257  -666.30063065],[-735.20995438 7920.60176257 3145.69936935],8554.056960330368,321.28907727430305,5830.576710121602,3393.287797880657,5259.454689292248,4.921474001969989,41.75369012251017,0.728739367495237
146,11124,342885419838020992,29.97601161963398,0.01524749,37.91131246636664,0.01541098,0.6922217484853211,0.018026397,38.40045,2.6380029,0.435949024831596,0.019549526,-2.6017316175516987,0.023020575,0.12489361,0.2535646,-0.18164922,0.05610973,-0.1370375,0.010032766,-0.07641802,0.12326224,0.18149169,0.3360525,0.054593477,14,1.1599839,4163.6045,14.043272,1178.4832,14.330097,1371.2445,13.59785,0.73224735,-107.34463,5.158235,1.1912775,0.0002607683,0,True,1444.6237815962024,0.7822859622669327,1,1.3213193174903068,[-981.0387729   897.56552164 -564.69189014],[-551.0387729  7758.56552164 3247.30810986],8428.759852031908,195.9919689758426,5760.441339926828,3322.5774554473915,5178.975503421473,,,
147,11139,342885660356187392,30.02945911371281,0.035495434,37.91720275071145,0.03661097,0.7160440648351964,0.043014653,16.646515,4.9333744,-4.360216041464982,0.0454839,-2.3079638882374764,0.05388414,0.14826259,0.2626228,-0.16926362,0.03201464,-0.16039684,-0.014855554,-0.06472211,0.060463652,0.22006474,0.3557592,0.109874435,14,1.0383278,2012.9742,16.05896,262.52158,16.470375,288.05334,15.480138,0.99023724,36.77186935175707,,1.2138475,0.0005393691,0,True,1396.5620959796076,0.9999898215947464,1,0.9204751175582985,[-949.16155067  867.12071943 -545.50865859],[-519.16155067 7728.12071943 3266.49134141],8406.149192898865,173.38130984279996,5741.435257016023,3318.7563708115376,5165.76437654346,4.933374224367822,41.608612165039766,0.7262072794653102
148,11197,342886622428857600,29.95969929894756,0.019646088,37.94858097466063,0.020835333,0.566045959756222,0.023917438,23.666662,2.1718228,-0.5479514000093875,0.023966653,-2.101562152973683,0.02841442,0.19413489,0.31159323,-0.16531526,0.0035239942,-0.16516484,-0.053408444,-0.10997483,0.10392129,0.15496248,0.37470385,0.0,14,0.9453363,3063.1187,14.750021,563.846,15.030459,759.16736,14.304909,0.72555065,20.508697088666977,,1.1943815,0.00035445447,0,True,1766.6409993115547,0.9594858925345676,1,1.2626300879152508,[-1199.52696601  1098.42189551  -689.65557907],[-769.52696601 7959.42189551 3122.34442093],8584.497850488024,351.72996743195836,5864.866333031984,3380.584082330255,5279.071651625573,2.171822787334093,41.56577847384504,0.7254596905231797
